call_id,lead_id,rep_id,call_at_utc,call_local_hour,duration_seconds,connected_flag,disposition,dialer_source,scheduled_flag
C0117700,L101177,SDR01,2026-05-17 10:00:00,5,394,1,Connected - Follow-up,Manual,0
C0117701,L101177,SDR01,2026-05-25 19:00:00,14,37,0,No Answer,Genesys,0
C0117800,L101178,SDR02,2026-07-02 14:00:00,10,387,1,Connected - Discovery,Genesys,0
C0117801,L101178,SDR02,2026-07-07 19:00:00,15,368,1,Connected - Follow-up,Genesys,0
C0117802,L101178,AE03,2026-06-30 10:00:00,6,41,0,Wrong Number,Manual,0
C0117803,L101178,AE03,2026-06-25 12:00:00,8,348,1,Connected - Discovery,Manual,0
C0117900,L101179,SDR04,2026-05-16 09:00:00,4,24,0,Busy,Genesys,0
C0117901,L101179,SDR04,2026-05-22 14:00:00,9,571,1,Connected - Discovery,Genesys,0
C0117902,L101179,AE04,2026-05-27 15:00:00,10,476,1,Connected - Discovery,Genesys,0
C0118000,L101180,SDR02,2026-04-27 18:00:00,12,445,1,Connected - Discovery,Manual,0
C0118001,L101180,SDR02,2026-05-04 14:00:00,8,12,0,Wrong Number,Genesys,0
C0118002,L101180,AE03,2026-05-06 08:00:00,2,392,1,Connected - Follow-up,Genesys,0
C0118003,L101180,AE03,2026-04-29 15:00:00,9,351,1,Connected - Demo Scheduled,Genesys,0
C0118100,L101181,SDR01,2026-03-13 14:00:00,10,188,1,Connected - Follow-up,Genesys,0
C0118101,L101181,SDR01,2026-03-15 19:00:00,15,552,1,Connected - Demo Scheduled,Manual,0
C0118102,L101181,AE07,2026-03-08 17:00:00,13,346,1,Connected - Follow-up,Genesys,0
C0118103,L101181,AE07,2026-03-16 13:00:00,9,406,1,Connected - Discovery,Genesys,1
C0118200,L101182,SDR01,2026-01-12 17:00:00,12,434,1,Connected - Discovery,Genesys,0
C0118201,L101182,SDR01,2026-01-10 13:00:00,8,408,1,Connected - Discovery,Genesys,0
C0118202,L101182,AE09,2026-01-14 16:00:00,11,548,1,Connected - Follow-up,Manual,0
C0118203,L101182,AE09,2026-01-11 13:00:00,8,336,1,Connected - Discovery,Manual,0
C0118300,L101183,SDR01,2026-01-29 10:00:00,4,26,0,No Answer,Genesys,0
C0118301,L101183,SDR01,2026-02-03 13:00:00,7,202,1,Connected - Discovery,Genesys,0
C0118400,L101184,SDR01,2026-02-25 09:00:00,5,69,1,Connected - Follow-up,Genesys,0
C0118401,L101184,SDR01,2026-02-24 10:00:00,6,225,1,Connected - Follow-up,Genesys,1
C0118402,L101184,AE04,2026-02-25 18:00:00,14,335,1,Connected - Demo Scheduled,Manual,0
C0118500,L101185,SDR01,2026-01-19 20:00:00,15,34,0,Voicemail,Genesys,0
C0118501,L101185,SDR01,2026-01-18 10:00:00,5,22,0,No Answer,Genesys,0
C0118502,L101185,AE03,2026-01-19 10:00:00,5,27,0,Wrong Number,Genesys,0
C0118503,L101185,AE03,2026-01-19 14:00:00,9,239,1,Connected - Discovery,Genesys,0
C0118600,L101186,SDR01,2026-04-03 21:00:00,16,38,0,No Answer,Genesys,0
C0118601,L101186,SDR01,2026-04-15 08:00:00,3,369,1,Connected - Demo Scheduled,Genesys,0
C0118602,L101186,AE06,2026-04-15 21:00:00,16,205,1,Connected - Follow-up,Genesys,1
C0118603,L101186,AE02,2026-04-14 19:00:00,14,384,1,Connected - Follow-up,Genesys,0
C0118700,L101187,SDR01,2026-05-29 15:00:00,10,283,1,Connected - Follow-up,Genesys,0
C0118800,L101188,SDR04,2026-06-26 18:00:00,12,26,0,No Answer,Genesys,0
C0118801,L101188,SDR04,2026-06-28 10:00:00,4,140,1,Connected - Discovery,Genesys,0
C0118900,L101189,SDR02,2026-04-03 10:00:00,6,32,0,No Answer,Manual,0
C0119000,L101190,SDR01,2026-06-10 19:00:00,13,22,0,Busy,Genesys,0
C0119001,L101190,SDR01,2026-06-13 11:00:00,5,262,1,Connected - Discovery,Genesys,0
C0119100,L101191,SDR02,2026-07-02 14:00:00,10,255,1,Connected - Follow-up,Manual,1
C0119101,L101191,SDR02,2026-07-07 11:00:00,7,18,0,Busy,Genesys,0
C0119102,L101191,AE03,2026-07-04 11:00:00,7,432,1,Connected - Discovery,Genesys,0
C0119103,L101191,AE05,2026-06-28 12:00:00,8,349,1,Connected - Discovery,Genesys,0
C0119104,L101191,AE06,2026-07-07 17:00:00,13,30,0,No Answer,Genesys,0
C0119105,L101191,AE03,2026-07-06 15:00:00,11,39,0,Voicemail,Manual,0
C0119200,L101192,SDR01,2026-06-18 10:00:00,4,308,1,Connected - Demo Scheduled,Genesys,1
C0119201,L101192,SDR01,2026-06-11 21:00:00,15,24,0,No Answer,Genesys,0
C0119300,L101193,SDR02,2026-04-07 19:00:00,14,272,1,Connected - Demo Scheduled,Genesys,0
C0119301,L101193,SDR02,2026-04-04 12:00:00,7,25,0,No Answer,Genesys,0
C0119302,L101193,AE07,2026-04-08 10:00:00,5,40,1,Connected - Discovery,Genesys,0
C0119303,L101193,AE07,2026-04-01 10:00:00,5,20,0,No Answer,Manual,0
C0119304,L101193,AE08,2026-03-26 21:00:00,16,341,1,Connected - Discovery,Manual,0
C0119305,L101193,AE08,2026-04-04 09:00:00,4,308,1,Connected - Follow-up,Genesys,0
C0119400,L101194,SDR02,2026-02-28 14:00:00,9,97,1,Connected - Demo Scheduled,Genesys,0
C0119401,L101194,SDR02,2026-02-28 09:00:00,4,8,0,Wrong Number,Genesys,0
C0119402,L101194,AE05,2026-03-03 19:00:00,14,244,1,Connected - Demo Scheduled,Manual,0
C0119500,L101195,SDR02,2026-06-27 14:00:00,9,30,0,No Answer,Manual,0
C0119501,L101195,SDR02,2026-06-27 19:00:00,14,25,0,Voicemail,Genesys,0
C0119600,L101196,SDR02,2026-02-16 16:00:00,10,30,0,No Answer,Genesys,0
C0119601,L101196,SDR02,2026-02-22 18:00:00,12,20,0,No Answer,Genesys,0
C0119602,L101196,AE02,2026-02-19 11:00:00,5,209,1,Connected - Follow-up,Genesys,1
C0119603,L101196,AE04,2026-02-14 21:00:00,15,267,1,Connected - Discovery,Manual,0
C0119700,L101197,SDR02,2026-03-23 18:00:00,14,500,1,Connected - Demo Scheduled,Genesys,0
C0119701,L101197,SDR02,2026-03-25 18:00:00,14,16,0,Wrong Number,Genesys,0
C0119702,L101197,AE08,2026-03-20 21:00:00,17,514,1,Connected - Discovery,Manual,0
C0119703,L101197,AE09,2026-03-24 11:00:00,7,126,1,Connected - Follow-up,Genesys,0
C0119704,L101197,AE09,2026-03-28 14:00:00,10,279,1,Connected - Follow-up,Genesys,1
C0119800,L101198,SDR01,2026-01-16 12:00:00,6,29,0,No Answer,Genesys,0
C0119900,L101199,SDR01,2026-06-04 16:00:00,10,32,0,No Answer,Genesys,0
C0119901,L101199,SDR01,2026-05-30 16:00:00,10,347,1,Connected - Demo Scheduled,Genesys,0
C0119902,L101199,AE01,2026-05-26 10:00:00,4,450,1,Connected - Discovery,Genesys,1
C0120000,L101200,SDR01,2026-04-28 11:00:00,5,394,1,Connected - Demo Scheduled,Genesys,0
C0120001,L101200,SDR01,2026-05-07 11:00:00,5,33,0,No Answer,Genesys,0
C0120100,L101201,SDR02,2026-01-27 13:00:00,8,502,1,Connected - Demo Scheduled,Genesys,0
C0120101,L101201,SDR02,2026-01-25 10:00:00,5,15,0,No Answer,Genesys,0
C0120102,L101201,AE09,2026-01-28 12:00:00,7,541,1,Connected - Discovery,Genesys,0
C0120200,L101202,SDR03,2026-02-23 12:00:00,7,150,1,Connected - Discovery,Genesys,0
C0120500,L101205,SDR01,2026-06-03 17:00:00,11,356,1,Connected - Discovery,Genesys,1
C0120501,L101205,SDR01,2026-06-02 10:00:00,4,11,0,No Answer,Genesys,0
C0120600,L101206,SDR04,2026-02-28 11:00:00,6,37,0,Wrong Number,Manual,0
C0120601,L101206,SDR04,2026-02-23 13:00:00,8,294,1,Connected - Follow-up,Genesys,0
C0120602,L101206,AE02,2026-02-21 12:00:00,7,400,1,Connected - Follow-up,Genesys,0
C0120603,L101206,AE02,2026-02-19 15:00:00,10,333,1,Connected - Demo Scheduled,Genesys,0
C0120700,L101207,SDR02,2026-06-25 09:00:00,3,38,0,Voicemail,Manual,0
C0120701,L101207,SDR02,2026-06-20 14:00:00,8,21,0,Voicemail,Manual,0
C0120702,L101207,AE02,2026-06-26 16:00:00,10,202,1,Connected - Follow-up,Genesys,1
C0120800,L101208,SDR02,2026-04-03 11:00:00,6,32,0,Busy,Genesys,0
C0120801,L101208,SDR02,2026-03-22 11:00:00,6,29,0,Busy,Genesys,0
C0120900,L101209,SDR01,2026-06-04 11:00:00,6,140,1,Connected - Follow-up,Genesys,0
C0120901,L101209,SDR01,2026-05-29 20:00:00,15,10,0,Busy,Genesys,0
C0120902,L101209,AE01,2026-05-31 13:00:00,8,478,1,Connected - Discovery,Genesys,0
C0120903,L101209,AE02,2026-06-09 19:00:00,14,356,1,Connected - Demo Scheduled,Genesys,0
C0120904,L101209,AE05,2026-05-29 15:00:00,10,34,0,Voicemail,Genesys,0
C0121000,L101210,SDR01,2026-02-16 11:00:00,5,28,0,No Answer,Genesys,0
C0121100,L101211,SDR02,2026-01-12 14:00:00,8,24,0,No Answer,Manual,0
C0121101,L101211,SDR02,2026-01-19 16:00:00,10,260,1,Connected - Discovery,Manual,0
C0121200,L101212,SDR04,2026-01-16 17:00:00,12,38,0,Wrong Number,Genesys,0
C0121300,L101213,SDR02,2026-03-15 18:00:00,13,506,1,Connected - Demo Scheduled,Genesys,0
C0121301,L101213,SDR02,2026-03-14 17:00:00,12,238,1,Connected - Follow-up,Genesys,0
C0121400,L101214,SDR02,2026-06-23 18:00:00,13,195,1,Connected - Follow-up,Genesys,1
C0121401,L101214,SDR02,2026-06-25 11:00:00,6,39,0,Busy,Genesys,0
C0121402,L101214,AE06,2026-07-04 17:00:00,12,27,0,No Answer,Manual,0
C0121700,L101217,SDR02,2026-01-22 12:00:00,7,443,1,Connected - Demo Scheduled,Genesys,0
C0121701,L101217,SDR02,2026-01-29 21:00:00,16,404,1,Connected - Demo Scheduled,Genesys,0
C0121800,L101218,SDR01,2026-06-24 17:00:00,12,297,1,Connected - Discovery,Genesys,0
C0121801,L101218,SDR01,2026-06-25 12:00:00,7,15,0,No Answer,Genesys,0
C0121802,L101218,AE03,2026-06-27 20:00:00,15,347,1,Connected - Demo Scheduled,Genesys,0
C0121803,L101218,AE05,2026-06-24 16:00:00,11,31,0,No Answer,Genesys,0
C0121804,L101218,AE05,2026-06-20 08:00:00,3,223,1,Connected - Discovery,Genesys,0
C0121900,L101219,SDR02,2026-05-16 14:00:00,9,381,1,Connected - Follow-up,Genesys,1
C0121901,L101219,SDR02,2026-05-06 19:00:00,14,10,0,No Answer,Genesys,0
C0121902,L101219,AE08,2026-05-05 10:00:00,5,419,1,Connected - Discovery,Manual,1
C0122000,L101220,SDR01,2026-05-30 09:00:00,3,421,1,Connected - Demo Scheduled,Genesys,0
C0122001,L101220,SDR01,2026-05-24 19:00:00,13,390,1,Connected - Follow-up,Genesys,1
C0122100,L101221,SDR02,2026-05-21 19:00:00,14,38,0,Busy,Genesys,0
C0122101,L101221,SDR02,2026-05-23 08:00:00,3,28,0,Busy,Genesys,0
C0122102,L101221,AE05,2026-05-18 20:00:00,15,12,0,No Answer,Manual,0
C0122200,L101222,SDR02,2026-05-01 15:00:00,9,316,1,Connected - Follow-up,Genesys,0
C0122300,L101223,SDR02,2026-05-28 21:00:00,16,369,1,Connected - Follow-up,Genesys,0
C0122301,L101223,SDR02,2026-06-02 13:00:00,8,218,1,Connected - Discovery,Genesys,0
C0122302,L101223,AE06,2026-05-23 15:00:00,10,277,1,Connected - Demo Scheduled,Manual,0
C0122400,L101224,SDR01,2026-01-13 10:00:00,4,11,0,No Answer,Genesys,0
C0122401,L101224,SDR01,2026-01-14 15:00:00,9,447,1,Connected - Follow-up,Genesys,0
C0122402,L101224,AE04,2026-01-14 20:00:00,14,175,1,Connected - Discovery,Manual,0
C0122500,L101225,SDR02,2026-06-16 13:00:00,8,319,1,Connected - Discovery,Genesys,1
C0122501,L101225,SDR02,2026-06-17 19:00:00,14,444,1,Connected - Demo Scheduled,Genesys,0
C0122600,L101226,SDR01,2026-05-17 12:00:00,6,185,1,Connected - Discovery,Genesys,1
C0122601,L101226,SDR01,2026-05-17 21:00:00,15,482,1,Connected - Discovery,Genesys,0
C0122602,L101226,AE01,2026-05-22 17:00:00,11,99,1,Connected - Demo Scheduled,Genesys,1
C0122700,L101227,SDR02,2026-05-27 10:00:00,4,307,1,Connected - Discovery,Genesys,1
C0122900,L101229,SDR02,2026-05-31 10:00:00,6,40,0,No Answer,Manual,0
C0122901,L101229,SDR02,2026-05-28 20:00:00,16,465,1,Connected - Follow-up,Manual,0
C0122902,L101229,AE08,2026-06-03 18:00:00,14,444,1,Connected - Discovery,Manual,0
C0123000,L101230,SDR04,2026-03-14 17:00:00,12,387,1,Connected - Discovery,Genesys,0
C0123001,L101230,SDR04,2026-03-16 14:00:00,9,36,0,No Answer,Genesys,0
C0123002,L101230,AE01,2026-03-15 21:00:00,16,14,0,Wrong Number,Manual,0
C0123100,L101231,SDR01,2026-01-18 17:00:00,12,363,1,Connected - Follow-up,Manual,0
C0123200,L101232,SDR01,2026-06-23 15:00:00,9,250,1,Connected - Follow-up,Genesys,0
C0123300,L101233,SDR02,2026-02-20 13:00:00,8,268,1,Connected - Demo Scheduled,Genesys,0
C0123301,L101233,SDR02,2026-02-17 20:00:00,15,92,1,Connected - Demo Scheduled,Genesys,1
C0123400,L101234,SDR04,2026-01-27 08:00:00,3,23,0,Voicemail,Genesys,0
C0123401,L101234,SDR04,2026-01-29 20:00:00,15,17,0,No Answer,Genesys,0
C0123500,L101235,SDR01,2026-05-03 13:00:00,7,31,0,No Answer,Manual,0
C0123501,L101235,SDR01,2026-04-29 11:00:00,5,222,1,Connected - Discovery,Genesys,0
C0123502,L101235,AE04,2026-04-26 15:00:00,9,14,0,Busy,Genesys,0
C0123600,L101236,SDR02,2026-02-12 19:00:00,13,35,0,No Answer,Genesys,0
C0123601,L101236,SDR02,2026-02-18 13:00:00,7,9,0,Voicemail,Genesys,0
C0123700,L101237,SDR02,2026-06-13 08:00:00,3,25,0,No Answer,Genesys,1
C0123701,L101237,SDR02,2026-06-05 20:00:00,15,467,1,Connected - Discovery,Genesys,1
C0123702,L101237,AE09,2026-06-09 16:00:00,11,300,1,Connected - Discovery,Genesys,0
C0123703,L101237,AE07,2026-06-16 20:00:00,15,38,0,Wrong Number,Genesys,0
C0123800,L101238,SDR02,2026-04-02 10:00:00,4,305,1,Connected - Demo Scheduled,Genesys,0
C0123801,L101238,SDR02,2026-03-23 09:00:00,3,354,1,Connected - Follow-up,Manual,0
C0123802,L101238,AE01,2026-03-25 21:00:00,15,382,1,Connected - Discovery,Genesys,0
C0123803,L101238,AE02,2026-03-24 19:00:00,13,366,1,Connected - Discovery,Genesys,0
C0123900,L101239,SDR02,2026-01-02 10:00:00,4,26,0,Wrong Number,Manual,0
C0123901,L101239,SDR02,2026-01-06 21:00:00,15,302,1,Connected - Follow-up,Manual,1
C0123902,L101239,AE03,2026-01-14 10:00:00,4,30,0,No Answer,Genesys,0
C0123903,L101239,AE04,2026-01-08 13:00:00,7,33,0,No Answer,Genesys,0
C0123904,L101239,AE04,2026-01-05 18:00:00,12,37,0,Voicemail,Genesys,0
C0124000,L101240,SDR03,2026-06-28 21:00:00,15,347,1,Connected - Demo Scheduled,Genesys,1
C0124001,L101240,SDR03,2026-07-01 19:00:00,13,93,1,Connected - Discovery,Manual,0
C0124002,L101240,AE06,2026-07-04 19:00:00,13,28,0,Voicemail,Genesys,0
C0124003,L101240,AE05,2026-07-03 14:00:00,8,35,0,Voicemail,Genesys,0
C0124200,L101242,SDR04,2026-02-25 11:00:00,5,76,1,Connected - Discovery,Genesys,1
C0124201,L101242,SDR04,2026-02-17 12:00:00,6,11,0,No Answer,Genesys,0
C0124202,L101242,AE04,2026-02-23 20:00:00,14,26,0,Voicemail,Genesys,0
C0124203,L101242,AE06,2026-03-02 20:00:00,14,9,0,Busy,Genesys,0
C0124204,L101242,AE04,2026-02-22 20:00:00,14,11,0,No Answer,Manual,0
C0124205,L101242,AE01,2026-03-02 08:00:00,2,9,0,No Answer,Genesys,0
C0124400,L101244,SDR02,2026-04-13 13:00:00,8,117,1,Connected - Demo Scheduled,Genesys,0
C0124401,L101244,SDR02,2026-04-14 19:00:00,14,14,0,Wrong Number,Genesys,0
C0124402,L101244,AE01,2026-04-20 12:00:00,7,37,0,No Answer,Genesys,0
C0124403,L101244,AE04,2026-04-14 10:00:00,5,474,1,Connected - Discovery,Genesys,0
C0124500,L101245,SDR02,2026-01-13 09:00:00,5,410,1,Connected - Follow-up,Genesys,0
C0124501,L101245,SDR02,2026-01-13 09:00:00,5,259,1,Connected - Demo Scheduled,Genesys,0
C0124502,L101245,AE03,2026-01-15 10:00:00,6,15,0,No Answer,Genesys,0
C0124700,L101247,SDR01,2026-03-16 12:00:00,8,16,0,Busy,Genesys,0
C0124701,L101247,SDR01,2026-03-22 14:00:00,10,463,1,Connected - Follow-up,Manual,0
C0124702,L101247,AE08,2026-03-25 15:00:00,11,18,0,Busy,Manual,0
C0124703,L101247,AE08,2026-03-22 09:00:00,5,318,1,Connected - Follow-up,Genesys,0
C0124704,L101247,AE09,2026-03-22 17:00:00,13,15,0,Voicemail,Manual,0
C0124800,L101248,SDR02,2026-05-11 10:00:00,5,35,0,Busy,Manual,0
C0124801,L101248,SDR02,2026-05-09 20:00:00,15,264,1,Connected - Discovery,Genesys,0
C0124802,L101248,AE04,2026-05-17 17:00:00,12,14,0,Busy,Genesys,0
C0124900,L101249,SDR04,2026-06-17 20:00:00,14,36,0,Wrong Number,Genesys,0
C0124901,L101249,SDR04,2026-06-25 10:00:00,4,27,0,No Answer,Genesys,0
C0124902,L101249,AE03,2026-06-15 17:00:00,11,237,1,Connected - Follow-up,Manual,0
C0124903,L101249,AE02,2026-06-15 11:00:00,5,513,1,Connected - Follow-up,Genesys,1
C0124904,L101249,AE02,2026-06-19 20:00:00,14,9,0,No Answer,Genesys,0
C0125000,L101250,SDR02,2026-05-04 16:00:00,12,269,1,Connected - Discovery,Genesys,0
C0125001,L101250,SDR02,2026-04-23 14:00:00,10,19,0,No Answer,Genesys,0
C0125100,L101251,SDR01,2026-05-10 13:00:00,8,13,0,Voicemail,Genesys,0
C0125101,L101251,SDR01,2026-05-06 15:00:00,10,392,1,Connected - Discovery,Genesys,1
C0125102,L101251,AE06,2026-05-13 11:00:00,6,12,0,No Answer,Genesys,1
C0125200,L101252,SDR02,2026-02-16 18:00:00,13,19,0,No Answer,Genesys,0
C0125300,L101253,SDR02,2026-02-21 10:00:00,4,142,1,Connected - Discovery,Genesys,0
C0125301,L101253,SDR02,2026-02-21 14:00:00,8,368,1,Connected - Demo Scheduled,Genesys,1
C0125400,L101254,SDR02,2026-03-29 12:00:00,6,291,1,Connected - Demo Scheduled,Genesys,1
C0125401,L101254,SDR02,2026-03-17 18:00:00,12,244,1,Connected - Discovery,Manual,0
C0125402,L101254,AE07,2026-03-20 09:00:00,3,277,1,Connected - Follow-up,Genesys,1
C0125500,L101255,SDR01,2026-06-10 09:00:00,4,39,0,No Answer,Genesys,0
C0125501,L101255,SDR01,2026-06-09 16:00:00,11,20,0,Wrong Number,Genesys,0
C0125502,L101255,AE05,2026-06-13 12:00:00,7,8,0,Busy,Genesys,0
C0125503,L101255,AE03,2026-06-13 14:00:00,9,15,0,Busy,Genesys,0
C0125600,L101256,SDR01,2026-04-06 18:00:00,13,249,1,Connected - Discovery,Genesys,1
C0125700,L101257,SDR04,2026-03-05 13:00:00,8,34,0,No Answer,Manual,0
C0125701,L101257,SDR04,2026-03-17 15:00:00,10,23,0,No Answer,Genesys,0
C0125702,L101257,AE08,2026-03-06 19:00:00,14,15,0,No Answer,Genesys,0
C0125703,L101257,AE07,2026-03-16 13:00:00,8,34,0,No Answer,Genesys,0
C0125704,L101257,AE08,2026-03-14 19:00:00,14,11,0,Voicemail,Manual,0
C0125705,L101257,AE08,2026-03-07 15:00:00,10,465,1,Connected - Demo Scheduled,Genesys,1
C0125800,L101258,SDR01,2026-05-26 17:00:00,12,41,0,Busy,Genesys,0
C0125801,L101258,SDR01,2026-05-26 09:00:00,4,26,0,Voicemail,Genesys,0
C0125802,L101258,AE04,2026-06-01 09:00:00,4,25,0,Busy,Manual,0
C0125900,L101259,SDR02,2026-06-09 19:00:00,14,26,0,Busy,Genesys,0
C0125901,L101259,SDR02,2026-06-16 08:00:00,3,430,1,Connected - Demo Scheduled,Manual,1
C0125902,L101259,AE09,2026-06-08 09:00:00,4,263,1,Connected - Follow-up,Manual,0
C0126000,L101260,SDR02,2026-06-15 08:00:00,2,246,1,Connected - Demo Scheduled,Genesys,1
C0126100,L101261,SDR02,2026-03-06 11:00:00,5,15,0,No Answer,Genesys,0
C0126101,L101261,SDR02,2026-02-27 14:00:00,8,277,1,Connected - Discovery,Manual,0
C0126102,L101261,AE07,2026-03-06 21:00:00,15,21,0,No Answer,Genesys,0
C0126103,L101261,AE09,2026-03-04 15:00:00,9,504,1,Connected - Follow-up,Manual,0
C0126104,L101261,AE07,2026-03-01 11:00:00,5,17,0,Wrong Number,Genesys,0
C0126200,L101262,SDR01,2026-05-09 11:00:00,5,205,1,Connected - Discovery,Genesys,0
C0126201,L101262,SDR01,2026-05-19 21:00:00,15,232,1,Connected - Discovery,Genesys,0
C0126300,L101263,SDR03,2026-04-23 10:00:00,6,333,1,Connected - Discovery,Genesys,0
C0126301,L101263,SDR03,2026-04-28 15:00:00,11,319,1,Connected - Demo Scheduled,Genesys,1
C0126302,L101263,AE01,2026-04-19 20:00:00,16,33,0,No Answer,Genesys,0
C0126400,L101264,SDR03,2026-03-29 12:00:00,6,300,1,Connected - Discovery,Genesys,0
C0126401,L101264,SDR03,2026-04-02 19:00:00,13,21,0,No Answer,Genesys,0
C0126402,L101264,AE05,2026-03-23 16:00:00,10,15,0,Busy,Manual,0
C0126500,L101265,SDR02,2026-03-23 12:00:00,7,24,0,Wrong Number,Manual,0
C0126501,L101265,SDR02,2026-03-22 17:00:00,12,257,1,Connected - Follow-up,Genesys,0
C0126600,L101266,SDR02,2026-01-27 16:00:00,11,196,1,Connected - Demo Scheduled,Manual,1
C0126601,L101266,SDR02,2026-01-28 11:00:00,6,452,1,Connected - Discovery,Genesys,0
C0126700,L101267,SDR02,2026-02-20 16:00:00,11,17,0,Busy,Genesys,0
C0126701,L101267,SDR02,2026-02-19 13:00:00,8,9,0,No Answer,Genesys,0
C0126702,L101267,AE09,2026-03-03 16:00:00,11,354,1,Connected - Follow-up,Genesys,0
C0126800,L101268,SDR01,2026-04-18 13:00:00,7,40,0,Wrong Number,Genesys,1
C0126801,L101268,SDR01,2026-04-22 17:00:00,11,335,1,Connected - Demo Scheduled,Manual,1
C0126802,L101268,AE01,2026-04-22 09:00:00,3,25,0,No Answer,Genesys,1
C0126900,L101269,SDR02,2026-06-11 10:00:00,4,209,1,Connected - Demo Scheduled,Manual,0
C0126901,L101269,SDR02,2026-06-21 16:00:00,10,160,1,Connected - Follow-up,Genesys,0
C0126902,L101269,AE02,2026-06-15 13:00:00,7,30,0,No Answer,Genesys,0
C0127000,L101270,SDR02,2026-06-19 16:00:00,10,169,1,Connected - Follow-up,Genesys,0
C0127001,L101270,SDR02,2026-06-14 21:00:00,15,82,1,Connected - Discovery,Genesys,0
C0127002,L101270,AE05,2026-06-17 12:00:00,6,402,1,Connected - Discovery,Genesys,1
C0127003,L101270,AE03,2026-06-19 10:00:00,4,200,1,Connected - Follow-up,Genesys,0
C0127100,L101271,SDR01,2026-02-10 15:00:00,9,40,1,Connected - Demo Scheduled,Manual,1
C0127101,L101271,SDR01,2026-02-13 20:00:00,14,275,1,Connected - Follow-up,Genesys,0
C0127200,L101272,SDR01,2026-05-13 13:00:00,8,470,1,Connected - Discovery,Manual,0
C0127400,L101274,SDR02,2026-05-08 10:00:00,4,525,1,Connected - Follow-up,Genesys,0
C0127401,L101274,SDR02,2026-05-12 16:00:00,10,317,1,Connected - Discovery,Genesys,1
C0127402,L101274,AE07,2026-05-12 19:00:00,13,13,0,Busy,Manual,0
C0127403,L101274,AE07,2026-05-13 19:00:00,13,254,1,Connected - Follow-up,Manual,0
C0127404,L101274,AE08,2026-05-16 14:00:00,8,515,1,Connected - Demo Scheduled,Genesys,0
C0127500,L101275,SDR01,2026-03-05 14:00:00,8,14,0,No Answer,Genesys,0
C0127501,L101275,SDR01,2026-03-11 08:00:00,2,375,1,Connected - Discovery,Genesys,1
C0127502,L101275,AE03,2026-03-04 08:00:00,2,14,0,Busy,Manual,1
C0127503,L101275,AE02,2026-03-05 10:00:00,4,163,1,Connected - Discovery,Genesys,0
C0127600,L101276,SDR01,2026-04-01 18:00:00,14,21,0,No Answer,Genesys,0
C0127601,L101276,SDR01,2026-03-29 18:00:00,14,227,1,Connected - Discovery,Manual,1
C0127602,L101276,AE03,2026-03-26 19:00:00,15,80,1,Connected - Follow-up,Genesys,0
C0127603,L101276,AE05,2026-03-25 11:00:00,7,17,0,No Answer,Genesys,0
C0127700,L101277,SDR02,2026-05-23 19:00:00,15,14,0,No Answer,Genesys,0
C0127701,L101277,SDR02,2026-05-15 09:00:00,5,23,0,No Answer,Genesys,0
C0127702,L101277,AE03,2026-05-20 15:00:00,11,8,0,No Answer,Genesys,0
C0127800,L101278,SDR01,2026-03-21 13:00:00,9,372,1,Connected - Discovery,Genesys,1
C0127801,L101278,SDR01,2026-03-30 18:00:00,14,253,1,Connected - Discovery,Genesys,0
C0127900,L101279,SDR01,2026-05-30 16:00:00,11,375,1,Connected - Discovery,Genesys,1
C0127901,L101279,SDR01,2026-06-05 19:00:00,14,493,1,Connected - Discovery,Genesys,0
C0128100,L101281,SDR01,2026-07-08 15:00:00,9,39,0,No Answer,Manual,1
C0128101,L101281,SDR01,2026-07-09 08:00:00,2,13,0,Wrong Number,Genesys,0
C0128200,L101282,SDR02,2026-05-06 19:00:00,13,33,0,No Answer,Genesys,0
C0128201,L101282,SDR02,2026-05-09 10:00:00,4,410,1,Connected - Discovery,Genesys,0
C0128202,L101282,AE09,2026-04-27 15:00:00,9,402,1,Connected - Follow-up,Genesys,0
C0128203,L101282,AE09,2026-05-02 21:00:00,15,211,1,Connected - Follow-up,Genesys,0
C0128300,L101283,SDR02,2026-03-01 15:00:00,10,268,1,Connected - Follow-up,Genesys,0
C0128301,L101283,SDR02,2026-02-23 19:00:00,14,227,1,Connected - Follow-up,Genesys,0
C0128302,L101283,AE03,2026-03-02 14:00:00,9,280,1,Connected - Follow-up,Genesys,1
C0128500,L101285,SDR01,2026-03-17 18:00:00,12,373,1,Connected - Discovery,Genesys,0
C0128501,L101285,SDR01,2026-03-27 16:00:00,10,115,1,Connected - Follow-up,Manual,0
C0128502,L101285,AE09,2026-03-16 17:00:00,11,274,1,Connected - Discovery,Genesys,0
C0128503,L101285,AE08,2026-03-20 16:00:00,10,237,1,Connected - Discovery,Genesys,0
C0128600,L101286,SDR03,2026-04-20 11:00:00,5,423,1,Connected - Demo Scheduled,Manual,1
C0128601,L101286,SDR03,2026-04-12 12:00:00,6,39,0,Wrong Number,Genesys,1
C0128602,L101286,AE05,2026-04-13 08:00:00,2,9,0,Busy,Manual,0
C0128603,L101286,AE04,2026-04-17 18:00:00,12,39,0,No Answer,Genesys,0
C0128604,L101286,AE06,2026-04-11 18:00:00,12,41,0,Wrong Number,Genesys,0
C0128605,L101286,AE01,2026-04-12 16:00:00,10,183,1,Connected - Demo Scheduled,Genesys,0
C0128700,L101287,SDR01,2026-01-28 15:00:00,9,40,0,Busy,Genesys,0
