lead_id,bot_variant,first_bot_touch_at,first_touch_local_hour,after_hours_flag,num_messages_sent,replied_flag,meeting_booked_by_bot_flag,handoff_to_rep_delay_minutes
L100629,Periskope-A,2026-06-23 11:00:00,6,1,2,0,0,21
L100631,Periskope-B,2026-05-27 13:00:00,9,0,4,0,0,66
L100632,Periskope-A,2026-03-17 15:00:00,9,0,2,0,0,54
L100633,Periskope-A,2026-04-19 21:00:00,16,0,6,0,0,75
L100635,Periskope-A,2026-05-24 14:00:00,10,0,4,0,0,84
L100637,Periskope-A,2026-05-26 22:00:00,18,0,5,0,0,22
L100640,Periskope-A,2026-01-18 13:00:00,7,1,8,1,0,96
L100642,Periskope-A,2026-05-13 09:00:00,3,1,9,1,1,22
L100644,Periskope-A,2026-01-12 06:00:00,0,1,8,0,0,80
L100647,Periskope-B,2026-04-22 08:00:00,3,1,4,1,0,101
L100649,Periskope-A,2026-02-03 14:00:00,8,0,9,0,0,7
L100651,Periskope-B,2026-04-15 14:00:00,9,0,5,0,0,72
L100656,Periskope-A,2026-05-03 00:00:00,18,0,8,1,0,11
L100657,Periskope-A,2026-04-07 03:00:00,21,1,9,0,0,99
L100661,Periskope-A,2026-05-27 10:00:00,4,1,9,0,0,10
L100662,Periskope-A,2026-04-06 05:00:00,1,1,9,1,0,9
L100663,Periskope-A,2026-04-01 12:00:00,7,1,3,0,0,53
L100665,Periskope-A,2026-04-20 18:00:00,12,0,9,0,0,33
L100667,Periskope-A,2026-06-18 01:00:00,19,1,3,1,0,13
L100668,Periskope-A,2026-06-04 05:00:00,23,1,3,1,1,120
L100671,Periskope-A,2026-01-22 06:00:00,0,1,3,1,0,64
L100672,Periskope-B,2026-05-12 00:00:00,19,1,4,0,0,7
L100676,Periskope-A,2026-05-14 13:00:00,7,1,6,0,0,112
L100677,Periskope-B,2026-03-18 00:00:00,20,1,7,0,0,58
L100679,Periskope-B,2026-05-23 04:00:00,22,1,9,0,0,5
L100680,Periskope-A,2026-02-09 09:00:00,4,1,6,1,1,50
L100681,Periskope-A,2026-05-02 04:00:00,23,1,3,0,0,66
L100682,Periskope-A,2026-05-13 13:00:00,8,0,5,1,0,62
L100683,Periskope-A,2026-03-03 16:00:00,11,0,8,0,0,161
L100687,Periskope-B,2026-05-21 21:00:00,15,0,8,0,0,93
L100688,Periskope-A,2026-04-26 19:00:00,13,0,2,0,0,104
L100692,Periskope-A,2026-04-09 04:00:00,23,1,6,0,0,81
L100693,Periskope-A,2026-02-28 22:00:00,18,0,8,1,0,20
L100697,Periskope-A,2026-01-28 07:00:00,2,1,6,1,1,96
L100699,Periskope-A,2026-06-19 12:00:00,6,1,7,1,1,13
L100701,Periskope-A,2026-03-22 03:00:00,23,1,2,0,0,82
L100702,Periskope-B,2026-05-15 16:00:00,11,0,4,0,0,18
L100705,Periskope-A,2026-05-13 21:00:00,16,0,3,0,0,37
L100707,Periskope-A,2026-04-12 17:00:00,13,0,2,0,0,144
L100708,Periskope-A,2026-06-21 22:00:00,17,0,9,0,0,58
L100710,Periskope-A,2026-03-09 00:00:00,19,1,5,0,0,82
L100711,Periskope-A,2026-05-23 21:00:00,16,0,8,0,0,5
L100712,Periskope-B,2026-04-22 21:00:00,16,0,6,0,0,97
L100713,Periskope-B,2026-03-28 08:00:00,3,1,6,0,0,33
L100714,Periskope-A,2026-01-27 11:00:00,6,1,2,0,0,85
L100716,Periskope-A,2026-04-29 22:00:00,17,0,3,1,1,20
L100718,Periskope-A,2026-01-03 05:00:00,23,1,5,0,0,48
L100719,Periskope-A,2026-05-10 10:00:00,6,1,9,0,0,57
L100722,Periskope-B,2026-03-19 21:00:00,17,0,3,0,0,46
L100724,Periskope-A,2026-02-21 21:00:00,17,0,7,0,0,32
L100725,Periskope-A,2026-06-03 18:00:00,12,0,3,1,1,26
L100727,Periskope-B,2026-04-26 02:00:00,20,1,2,0,0,102
L100730,Periskope-B,2026-03-30 18:00:00,14,0,4,0,0,78
L100731,Periskope-A,2026-04-17 11:00:00,6,1,2,1,1,55
L100732,Periskope-A,2026-01-06 12:00:00,7,1,7,1,0,48
L100733,Periskope-A,2026-05-06 02:00:00,21,1,8,0,0,35
L100734,Periskope-A,2026-04-10 13:00:00,8,0,7,0,0,112
L100735,Periskope-A,2026-01-04 00:00:00,19,1,8,0,0,68
L100738,Periskope-A,2026-05-12 11:00:00,5,1,6,1,0,5
L100739,Periskope-B,2026-05-30 23:00:00,18,0,3,1,0,122
L100740,Periskope-A,2026-03-22 12:00:00,6,1,3,1,0,58
L100741,Periskope-A,2026-02-23 02:00:00,22,1,7,0,0,19
L100742,Periskope-A,2026-06-26 21:00:00,15,0,2,0,0,5
L100743,Periskope-A,2026-03-24 16:00:00,12,0,8,0,0,101
L100746,Periskope-A,2026-01-04 02:00:00,20,1,7,0,0,5
L100747,Periskope-A,2026-02-26 14:00:00,9,0,9,1,1,112
L100748,Periskope-B,2026-04-06 17:00:00,11,0,7,0,0,67
L100749,Periskope-A,2026-06-17 04:00:00,23,1,9,0,0,7
L100750,Periskope-B,2026-05-14 03:00:00,22,1,4,0,0,230
L100751,Periskope-A,2026-05-22 19:00:00,15,0,7,0,0,19
L100752,Periskope-B,2026-04-10 23:00:00,18,0,9,0,0,164
L100753,Periskope-A,2026-01-23 14:00:00,8,0,5,0,0,50
L100755,Periskope-A,2026-07-01 14:00:00,8,1,8,0,0,99
L100756,Periskope-A,2026-01-09 17:00:00,12,0,6,1,1,5
L100757,Periskope-A,2026-06-09 17:00:00,11,0,9,1,0,76
L100759,Periskope-A,2026-02-22 10:00:00,5,1,2,0,0,25
L100761,Periskope-A,2026-06-01 00:00:00,18,0,3,0,0,78
L100762,Periskope-A,2026-01-10 00:00:00,20,1,9,0,0,13
L100763,Periskope-A,2026-01-21 00:00:00,18,0,8,0,0,51
L100765,Periskope-A,2026-07-02 11:00:00,6,1,7,0,0,53
L100766,Periskope-A,2026-01-05 03:00:00,21,1,3,0,0,44
L100770,Periskope-A,2026-04-24 11:00:00,7,1,9,1,0,75
L100772,Periskope-B,2026-05-04 03:00:00,21,1,5,0,0,22
L100773,Periskope-A,2026-06-14 10:00:00,4,1,3,0,0,85
L100774,Periskope-B,2026-06-06 01:00:00,20,1,4,0,0,198
L100775,Periskope-A,2026-01-07 03:00:00,22,1,9,0,0,86
L100778,Periskope-B,2026-03-24 19:00:00,13,0,2,0,0,93
L100780,Periskope-B,2026-06-04 12:00:00,8,0,5,0,0,5
L100781,Periskope-A,2026-05-22 10:00:00,5,1,9,1,0,5
L100782,Periskope-A,2026-05-27 12:00:00,7,1,3,1,1,14
L100784,Periskope-A,2026-01-03 19:00:00,15,0,6,1,0,64
L100788,Periskope-B,2026-06-14 08:00:00,4,1,3,1,0,19
L100789,Periskope-A,2026-01-09 18:00:00,12,0,9,1,0,95
L100790,Periskope-A,2026-01-02 02:00:00,22,1,5,1,0,110
L100791,Periskope-A,2026-01-01 22:00:00,17,0,7,0,0,41
L100794,Periskope-B,2026-05-30 12:00:00,6,1,9,1,0,109
L100795,Periskope-A,2026-04-21 13:00:00,8,0,4,1,0,95
L100796,Periskope-B,2026-06-27 05:00:00,1,1,6,0,0,80
L100797,Periskope-B,2026-05-26 14:00:00,8,0,8,0,0,19
L100798,Periskope-A,2026-06-24 08:00:00,3,1,5,0,0,100
L100799,Periskope-A,2026-02-14 10:00:00,5,1,8,0,0,66
L100802,Periskope-A,2026-02-15 07:00:00,2,1,8,0,0,148
L100804,Periskope-B,2026-05-03 17:00:00,11,0,8,0,0,21
L100805,Periskope-A,2026-05-27 20:00:00,15,0,7,0,0,108
L100806,Periskope-A,2026-06-25 16:00:00,12,0,7,1,0,58
L100808,Periskope-A,2026-01-22 20:00:00,14,0,6,0,0,66
L100810,Periskope-B,2026-06-04 08:00:00,2,1,8,1,0,30
L100811,Periskope-A,2026-05-09 21:00:00,15,0,9,0,0,5
L100812,Periskope-A,2026-05-29 12:00:00,7,1,3,0,0,70
L100813,Periskope-B,2026-06-01 03:00:00,22,1,6,0,0,5
L100814,Periskope-A,2026-03-23 10:00:00,5,1,4,0,0,5
L100815,Periskope-A,2026-01-08 01:00:00,20,1,3,1,0,50
L100816,Periskope-B,2026-03-26 20:00:00,15,0,7,0,0,54
L100818,Periskope-A,2026-01-23 13:00:00,7,1,7,0,0,17
L100821,Periskope-B,2026-04-02 12:00:00,6,1,3,0,0,109
L100822,Periskope-B,2026-04-08 03:00:00,23,1,4,1,0,137
L100826,Periskope-A,2026-01-16 01:00:00,20,1,8,0,0,5
L100828,Periskope-B,2026-03-23 10:00:00,5,1,7,0,0,213
L100830,Periskope-B,2026-05-30 05:00:00,23,1,2,0,0,131
L100831,Periskope-B,2026-05-13 10:00:00,4,1,4,0,0,82
L100832,Periskope-A,2026-01-11 10:00:00,4,1,7,1,0,82
L100833,Periskope-A,2026-02-05 23:00:00,18,0,3,0,0,59
L100834,Periskope-A,2026-01-03 13:00:00,8,1,6,0,0,136
L100836,Periskope-A,2026-01-19 18:00:00,13,0,6,0,0,57
L100837,Periskope-B,2026-05-10 12:00:00,7,1,6,0,0,131
L100839,Periskope-B,2026-06-28 05:00:00,23,1,4,1,0,65
L100840,Periskope-B,2026-05-17 16:00:00,12,0,6,0,0,53
L100841,Periskope-B,2026-04-23 17:00:00,11,0,3,0,0,5
L100842,Periskope-B,2026-04-05 08:00:00,3,1,2,0,0,281
L100843,Periskope-A,2026-01-12 03:00:00,22,1,7,0,0,97
L100850,Periskope-A,2026-03-26 03:00:00,23,1,3,0,0,87
L100852,Periskope-B,2026-03-18 11:00:00,7,1,8,0,0,41
L100853,Periskope-A,2026-02-02 17:00:00,12,0,8,0,0,36
L100854,Periskope-A,2026-03-10 15:00:00,9,0,4,0,0,16
L100858,Periskope-A,2026-03-11 06:00:00,1,1,2,0,0,111
L100860,Periskope-A,2026-04-20 02:00:00,21,1,9,1,0,72
L100861,Periskope-B,2026-03-26 11:00:00,6,1,4,0,0,28
L100862,Periskope-A,2026-04-11 17:00:00,11,0,4,1,0,45
L100863,Periskope-B,2026-05-23 11:00:00,5,1,6,0,0,43
L100865,Periskope-A,2026-04-27 19:00:00,14,0,4,0,0,175
L100867,Periskope-A,2026-04-16 18:00:00,12,0,3,0,0,109
L100869,Periskope-A,2026-01-28 16:00:00,11,0,2,0,0,47
L100873,Periskope-A,2026-02-25 15:00:00,10,0,5,0,0,80
L100874,Periskope-A,2026-03-18 13:00:00,7,1,6,1,0,5
L100875,Periskope-A,2026-04-17 23:00:00,18,0,4,0,0,5
L100876,Periskope-A,2026-04-09 03:00:00,21,1,7,0,0,31
L100878,Periskope-A,2026-02-18 01:00:00,19,1,7,0,0,144
L100880,Periskope-A,2026-03-23 11:00:00,6,1,5,0,0,160
L100881,Periskope-A,2026-06-22 04:00:00,23,1,8,0,0,108
L100884,Periskope-A,2026-03-26 10:00:00,5,1,2,1,0,44
L100885,Periskope-A,2026-04-05 23:00:00,17,0,5,1,0,167
L100886,Periskope-B,2026-05-08 17:00:00,13,0,7,1,0,219
L100887,Periskope-A,2026-03-17 03:00:00,22,1,2,0,0,176
L100890,Periskope-A,2026-01-24 11:00:00,6,1,9,1,0,54
L100891,Periskope-A,2026-01-23 13:00:00,7,1,7,0,0,6
L100892,Periskope-B,2026-06-26 06:00:00,1,1,6,0,0,256
L100893,Periskope-A,2026-01-25 01:00:00,19,1,5,1,0,49
L100895,Periskope-A,2026-02-20 18:00:00,14,0,4,0,0,28
L100896,Periskope-A,2026-01-17 22:00:00,16,0,2,0,0,33
L100897,Periskope-A,2026-02-26 01:00:00,19,1,2,0,0,61
L100899,Periskope-A,2026-03-19 23:00:00,18,0,9,0,0,51
L100900,Periskope-A,2026-05-25 00:00:00,18,0,6,1,0,72
L100901,Periskope-B,2026-04-23 11:00:00,6,1,8,1,0,205
L100902,Periskope-B,2026-03-16 12:00:00,6,1,9,1,0,14
L100903,Periskope-A,2026-04-26 23:00:00,18,0,2,0,0,5
L100904,Periskope-B,2026-06-26 21:00:00,15,0,8,1,0,5
L100906,Periskope-A,2026-01-30 07:00:00,1,1,9,0,0,118
L100909,Periskope-A,2026-02-09 19:00:00,13,0,9,0,0,5
L100910,Periskope-A,2026-06-23 21:00:00,16,0,5,0,0,44
L100912,Periskope-A,2026-04-20 00:00:00,20,1,7,0,0,73
L100913,Periskope-A,2026-02-28 12:00:00,7,1,4,0,0,99
L100915,Periskope-A,2026-01-07 22:00:00,17,0,3,0,0,126
L100917,Periskope-B,2026-03-18 04:00:00,22,1,3,1,1,62
L100919,Periskope-B,2026-03-29 17:00:00,13,0,3,0,0,41
L100921,Periskope-A,2026-02-12 21:00:00,15,0,4,0,0,70
L100925,Periskope-A,2026-04-14 06:00:00,0,1,4,0,0,37
L100926,Periskope-B,2026-04-19 12:00:00,6,1,3,0,0,57
L100927,Periskope-A,2026-05-09 09:00:00,4,1,6,0,0,57
L100928,Periskope-A,2026-04-11 10:00:00,5,1,8,0,0,97
L100930,Periskope-A,2026-04-17 23:00:00,18,0,5,0,0,126
L100932,Periskope-B,2026-04-23 06:00:00,1,1,4,1,0,46
L100933,Periskope-A,2026-03-01 00:00:00,18,0,5,0,0,73
L100935,Periskope-B,2026-05-24 07:00:00,2,1,2,1,0,208
L100936,Periskope-A,2026-03-05 08:00:00,4,1,6,0,0,5
L100937,Periskope-A,2026-04-11 02:00:00,20,1,4,1,0,142
L100938,Periskope-A,2026-02-07 12:00:00,6,1,4,0,0,65
L100942,Periskope-B,2026-04-06 05:00:00,0,1,9,1,0,80
L100944,Periskope-A,2026-06-25 20:00:00,15,0,9,0,0,69
L100945,Periskope-A,2026-04-05 17:00:00,13,0,4,0,0,111
L100946,Periskope-B,2026-05-29 03:00:00,21,1,2,1,0,56
L100947,Periskope-B,2026-05-15 17:00:00,13,0,9,0,0,74
L100950,Periskope-A,2026-01-25 09:00:00,3,1,4,0,0,60
L100951,Periskope-B,2026-06-18 00:00:00,19,1,2,1,0,328
L100953,Periskope-A,2026-04-02 23:00:00,17,0,7,0,0,108
L100955,Periskope-A,2026-04-05 16:00:00,11,0,7,1,0,5
L100957,Periskope-A,2026-05-26 15:00:00,11,0,4,0,0,109
L100960,Periskope-A,2026-04-05 09:00:00,5,1,9,0,0,5
L100961,Periskope-A,2026-06-01 10:00:00,5,1,4,0,0,114
L100963,Periskope-A,2026-04-02 04:00:00,23,1,8,0,0,106
L100965,Periskope-A,2026-01-21 10:00:00,5,1,8,1,1,146
L100967,Periskope-A,2026-01-16 05:00:00,23,1,7,1,0,51
L100969,Periskope-A,2026-06-04 15:00:00,9,0,5,0,0,197
L100971,Periskope-A,2026-01-11 19:00:00,14,0,9,0,0,109
L100972,Periskope-A,2026-01-15 18:00:00,12,0,6,0,0,67
L100973,Periskope-A,2026-02-21 07:00:00,2,1,4,1,0,104
L100974,Periskope-A,2026-04-15 08:00:00,3,1,3,0,0,88
L100975,Periskope-A,2026-03-02 12:00:00,7,1,5,0,0,15
L100976,Periskope-B,2026-04-01 17:00:00,12,0,7,0,0,132
L100977,Periskope-A,2026-02-02 10:00:00,4,1,2,1,1,29
L100984,Periskope-A,2026-03-21 17:00:00,12,0,4,0,0,39
L100985,Periskope-A,2026-05-30 05:00:00,23,1,2,0,0,87
L100986,Periskope-B,2026-05-08 17:00:00,12,0,2,0,0,203
L100987,Periskope-B,2026-06-07 20:00:00,15,0,3,1,0,43
L100988,Periskope-A,2026-03-18 21:00:00,16,0,5,0,0,5
L100993,Periskope-A,2026-04-20 05:00:00,23,1,5,0,0,67
L100994,Periskope-A,2026-05-02 08:00:00,2,1,5,0,0,82
L100997,Periskope-A,2026-03-09 17:00:00,12,0,4,1,0,5
L100998,Periskope-B,2026-04-03 06:00:00,1,1,6,0,0,41
L100999,Periskope-A,2026-06-23 22:00:00,18,0,9,0,0,96
L101000,Periskope-A,2026-01-15 04:00:00,23,1,3,1,0,51
L101004,Periskope-A,2026-03-20 15:00:00,9,0,5,0,0,156
L101006,Periskope-A,2026-05-22 09:00:00,3,1,9,0,0,6
L101007,Periskope-B,2026-05-05 17:00:00,11,0,2,1,1,8
L101008,Periskope-A,2026-01-28 04:00:00,23,1,8,0,0,5
L101009,Periskope-A,2026-05-09 23:00:00,19,1,2,1,0,89
L101010,Periskope-A,2026-05-18 02:00:00,22,1,4,0,0,56
L101011,Periskope-B,2026-03-13 21:00:00,16,0,4,0,0,202
L101012,Periskope-A,2026-06-17 02:00:00,22,1,6,0,0,7
L101013,Periskope-A,2026-04-27 03:00:00,22,1,9,1,0,85
L101014,Periskope-B,2026-03-03 02:00:00,21,1,5,0,0,158
L101015,Periskope-A,2026-01-02 20:00:00,15,0,6,1,1,78
L101016,Periskope-A,2026-05-03 16:00:00,10,0,3,0,0,7
L101017,Periskope-A,2026-02-09 07:00:00,1,1,8,0,0,114
L101019,Periskope-B,2026-04-07 23:00:00,17,0,9,1,0,10
L101020,Periskope-B,2026-03-27 13:00:00,7,1,8,1,0,90
L101022,Periskope-B,2026-05-10 09:00:00,4,1,3,1,0,221
L101025,Periskope-A,2026-06-03 21:00:00,16,0,3,0,0,73
L101026,Periskope-B,2026-06-18 23:00:00,17,0,8,1,0,57
L101027,Periskope-A,2026-06-29 19:00:00,13,0,4,0,0,86
L101028,Periskope-A,2026-06-23 20:00:00,15,0,7,0,0,67
L101029,Periskope-A,2026-04-13 20:00:00,15,0,2,0,0,66
L101034,Periskope-A,2026-04-28 15:00:00,9,0,5,0,0,118
L101035,Periskope-A,2026-01-28 23:00:00,18,0,7,0,0,122
L101036,Periskope-B,2026-04-03 13:00:00,7,1,3,0,0,5
L101037,Periskope-B,2026-03-24 18:00:00,13,0,9,1,0,54
L101038,Periskope-B,2026-06-03 03:00:00,21,1,5,0,0,78
L101039,Periskope-A,2026-03-15 18:00:00,13,0,9,1,1,31
L101040,Periskope-A,2026-03-03 15:00:00,9,0,8,0,0,66
L101041,Periskope-A,2026-01-15 05:00:00,23,1,7,0,0,33
L101042,Periskope-A,2026-06-03 12:00:00,8,0,9,0,0,48
L101044,Periskope-A,2026-01-08 18:00:00,13,0,5,1,1,143
L101045,Periskope-B,2026-03-22 02:00:00,21,1,6,0,0,59
L101046,Periskope-A,2026-03-29 06:00:00,0,1,9,0,0,5
L101047,Periskope-A,2026-03-27 01:00:00,20,1,8,0,0,185
L101048,Periskope-B,2026-06-17 12:00:00,7,1,2,1,1,229
L101049,Periskope-A,2026-01-30 05:00:00,0,1,7,0,0,51
L101052,Periskope-A,2026-02-16 05:00:00,23,1,2,0,0,123
L101053,Periskope-B,2026-06-16 22:00:00,18,0,4,0,0,224
L101054,Periskope-B,2026-06-21 18:00:00,13,0,2,1,0,126
L101055,Periskope-A,2026-01-10 01:00:00,21,1,2,0,0,63
L101059,Periskope-A,2026-02-23 08:00:00,3,1,3,0,0,47
L101061,Periskope-A,2026-03-31 07:00:00,1,1,6,0,0,19
L101062,Periskope-B,2026-07-02 08:00:00,3,1,5,1,0,5
L101063,Periskope-B,2026-04-18 01:00:00,19,1,8,0,0,112
L101064,Periskope-B,2026-05-11 07:00:00,3,1,8,0,0,126
L101069,Periskope-A,2026-02-15 00:00:00,19,1,4,0,0,20
L101071,Periskope-A,2026-06-03 23:00:00,18,0,5,0,0,5
L101075,Periskope-A,2026-04-29 19:00:00,13,0,9,1,0,70
L101082,Periskope-A,2026-05-14 03:00:00,22,1,5,0,0,70
L101084,Periskope-B,2026-05-15 17:00:00,11,0,8,0,0,233
L101088,Periskope-A,2026-06-20 02:00:00,21,1,4,0,0,127
L101089,Periskope-B,2026-06-03 22:00:00,16,0,9,0,0,128
L101090,Periskope-B,2026-03-02 18:00:00,13,0,2,0,0,208
L101091,Periskope-B,2026-03-31 18:00:00,13,0,6,1,0,205
L101096,Periskope-B,2026-03-08 03:00:00,21,1,4,0,0,14
L101099,Periskope-B,2026-06-16 18:00:00,14,0,4,0,0,179
L101101,Periskope-A,2026-04-18 11:00:00,5,1,7,0,0,81
L101103,Periskope-A,2026-06-04 18:00:00,14,0,6,0,0,143
L101104,Periskope-B,2026-03-11 19:00:00,14,0,4,1,0,243
L101105,Periskope-A,2026-03-05 19:00:00,14,0,3,0,0,46
L101106,Periskope-A,2026-04-17 02:00:00,21,1,8,1,1,5
L101107,Periskope-B,2026-04-02 11:00:00,5,1,3,0,0,104
L101108,Periskope-A,2026-06-04 19:00:00,14,0,7,0,0,81
L101109,Periskope-A,2026-04-09 08:00:00,3,1,5,0,0,96
L101110,Periskope-A,2026-04-06 21:00:00,16,0,9,1,0,126
L101113,Periskope-B,2026-03-14 02:00:00,21,1,4,0,0,36
L101114,Periskope-B,2026-07-01 13:00:00,8,0,3,0,0,63
L101115,Periskope-B,2026-06-18 09:00:00,4,1,9,1,1,256
L101116,Periskope-B,2026-04-24 06:00:00,0,1,9,0,0,5
L101117,Periskope-A,2026-04-27 20:00:00,14,0,4,0,0,49
L101118,Periskope-B,2026-03-14 20:00:00,16,0,5,1,0,62
L101119,Periskope-A,2026-02-04 01:00:00,20,1,4,1,0,39
L101120,Periskope-A,2026-01-04 00:00:00,20,1,4,0,0,156
L101121,Periskope-B,2026-03-03 00:00:00,18,0,2,0,0,29
L101122,Periskope-A,2026-03-01 12:00:00,7,1,9,0,0,42
L101123,Periskope-A,2026-02-04 12:00:00,7,1,7,0,0,65
L101124,Periskope-A,2026-02-18 20:00:00,14,0,9,0,0,84
L101125,Periskope-A,2026-01-05 06:00:00,1,1,9,0,0,52
L101126,Periskope-B,2026-04-23 21:00:00,16,0,6,0,0,238
L101127,Periskope-B,2026-06-17 03:00:00,21,1,9,0,0,50
L101128,Periskope-A,2026-05-07 19:00:00,13,0,6,1,1,20
L101129,Periskope-B,2026-03-23 18:00:00,14,0,7,0,0,80
L101130,Periskope-B,2026-03-18 15:00:00,11,0,3,0,0,104
L101131,Periskope-A,2026-02-25 00:00:00,19,1,7,0,0,117
L101132,Periskope-A,2026-01-28 16:00:00,12,0,4,0,0,23
L101136,Periskope-B,2026-03-19 06:00:00,0,1,3,1,0,70
L101137,Periskope-A,2026-02-21 00:00:00,18,0,3,0,0,102
L101139,Periskope-A,2026-05-08 18:00:00,12,0,4,0,0,144
L101141,Periskope-B,2026-04-27 20:00:00,15,0,7,0,0,33
L101143,Periskope-A,2026-06-27 12:00:00,7,1,5,0,0,131
L101145,Periskope-A,2026-04-25 08:00:00,2,1,2,0,0,95
L101146,Periskope-A,2026-06-11 05:00:00,0,1,9,1,1,148
L101148,Periskope-A,2026-06-29 12:00:00,7,1,8,0,0,5
L101150,Periskope-A,2026-04-29 11:00:00,6,1,4,0,0,59
L101151,Periskope-A,2026-06-13 01:00:00,21,1,3,0,0,72
L101152,Periskope-B,2026-04-06 11:00:00,7,1,2,0,0,135
L101153,Periskope-B,2026-05-12 05:00:00,23,1,9,0,0,99
L101156,Periskope-A,2026-04-23 09:00:00,3,1,9,0,0,60
L101157,Periskope-B,2026-05-23 03:00:00,21,1,9,0,0,52
L101159,Periskope-A,2026-06-06 14:00:00,9,0,4,0,0,117
L101160,Periskope-A,2026-01-16 06:00:00,1,1,8,0,0,68
L101161,Periskope-A,2026-01-23 07:00:00,2,1,5,1,1,52
L101162,Periskope-B,2026-04-04 21:00:00,15,0,7,0,0,63
L101163,Periskope-A,2026-05-13 18:00:00,13,0,2,0,0,85
L101165,Periskope-A,2026-03-22 21:00:00,16,0,3,0,0,19
L101167,Periskope-B,2026-04-12 05:00:00,23,1,6,1,1,38
L101169,Periskope-B,2026-04-29 20:00:00,14,0,2,0,0,48
L101170,Periskope-B,2026-03-17 06:00:00,0,1,9,0,0,300
L101171,Periskope-A,2026-06-26 01:00:00,20,1,6,0,0,59
L101172,Periskope-A,2026-01-21 07:00:00,3,1,2,0,0,43
L101173,Periskope-A,2026-06-28 03:00:00,22,1,3,1,0,96
L101174,Periskope-A,2026-01-29 14:00:00,9,0,3,0,0,49
L101175,Periskope-A,2026-02-22 12:00:00,6,1,3,0,0,61
L101176,Periskope-B,2026-05-30 21:00:00,16,0,8,0,0,73
L101177,Periskope-B,2026-05-14 10:00:00,5,1,5,0,0,47
L101178,Periskope-A,2026-06-25 00:00:00,20,1,7,0,0,27
L101182,Periskope-A,2026-01-02 06:00:00,1,1,5,0,0,187
L101185,Periskope-A,2026-01-10 20:00:00,15,0,9,0,0,79
L101186,Periskope-A,2026-04-03 16:00:00,11,0,2,0,0,57
L101187,Periskope-A,2026-05-22 00:00:00,19,1,6,1,1,5
L101188,Periskope-B,2026-06-24 21:00:00,15,0,9,0,0,60
L101189,Periskope-B,2026-04-01 22:00:00,18,0,9,0,0,10
L101190,Periskope-A,2026-06-09 21:00:00,15,0,7,0,0,34
L101192,Periskope-A,2026-06-07 19:00:00,13,0,2,0,0,78
L101193,Periskope-B,2026-03-26 10:00:00,5,1,5,0,0,125
L101197,Periskope-A,2026-03-17 12:00:00,8,1,2,1,0,83
L101199,Periskope-A,2026-05-26 06:00:00,0,1,6,1,1,135
L101200,Periskope-A,2026-04-29 17:00:00,11,0,8,0,0,5
L101201,Periskope-A,2026-01-17 20:00:00,15,0,2,0,0,134
L101202,Periskope-A,2026-02-10 02:00:00,21,1,7,0,0,70
L101204,Periskope-A,2026-04-09 17:00:00,12,0,3,0,0,122
L101205,Periskope-B,2026-05-26 11:00:00,5,1,2,1,0,86
L101208,Periskope-B,2026-03-23 21:00:00,16,0,2,0,0,49
L101209,Periskope-B,2026-05-31 10:00:00,5,1,5,0,0,171
L101210,Periskope-A,2026-02-14 20:00:00,14,0,7,1,0,31
L101218,Periskope-B,2026-06-18 07:00:00,2,1,5,0,0,10
L101219,Periskope-A,2026-05-05 17:00:00,12,0,3,0,0,123
L101220,Periskope-A,2026-05-19 01:00:00,19,1,6,1,0,84
L101222,Periskope-B,2026-04-30 10:00:00,4,1,2,0,0,5
L101223,Periskope-A,2026-05-21 19:00:00,14,0,4,0,0,67
L101224,Periskope-A,2026-01-04 00:00:00,18,0,6,0,0,85
L101225,Periskope-B,2026-06-08 09:00:00,4,1,6,0,0,61
L101227,Periskope-B,2026-05-15 02:00:00,20,1,5,1,1,15
L101228,Periskope-B,2026-03-13 19:00:00,14,0,8,0,0,42
L101231,Periskope-A,2026-01-11 06:00:00,1,1,2,0,0,44
L101233,Periskope-A,2026-02-13 03:00:00,22,1,6,1,0,5
L101235,Periskope-B,2026-04-25 17:00:00,11,0,2,0,0,5
L101238,Periskope-B,2026-03-23 12:00:00,6,1,5,0,0,92
L101239,Periskope-A,2026-01-03 03:00:00,21,1,3,0,0,5
L101240,Periskope-B,2026-06-23 15:00:00,9,0,2,0,0,12
L101241,Periskope-A,2026-04-05 18:00:00,14,0,4,0,0,5
L101242,Periskope-A,2026-02-17 08:00:00,2,1,2,0,0,29
L101243,Periskope-B,2026-05-04 03:00:00,22,1,2,0,0,34
L101244,Periskope-A,2026-04-08 11:00:00,6,1,4,1,0,5
L101245,Periskope-A,2026-01-06 03:00:00,23,1,4,0,0,35
L101246,Periskope-A,2026-05-18 00:00:00,20,1,9,0,0,41
L101247,Periskope-B,2026-03-16 06:00:00,2,1,2,0,0,220
L101248,Periskope-A,2026-05-09 11:00:00,6,1,4,1,0,32
L101249,Periskope-B,2026-06-14 03:00:00,21,1,6,1,0,14
L101250,Periskope-A,2026-04-23 17:00:00,13,0,4,0,0,148
L101255,Periskope-A,2026-06-06 05:00:00,0,1,3,0,0,61
L101256,Periskope-B,2026-04-07 13:00:00,8,0,9,0,0,35
L101258,Periskope-A,2026-05-22 21:00:00,16,0,3,1,0,5
L101265,Periskope-A,2026-03-14 09:00:00,4,1,5,0,0,65
L101266,Periskope-A,2026-01-22 01:00:00,20,1,8,0,0,16
L101268,Periskope-A,2026-04-10 22:00:00,16,0,3,0,0,52
